Data,Produto,Categoria,Quantidade,Tipo,Valor Unitário,Custo,Canal de Venda,Método de Pagamento,Estado,Município
2016-05-12 16:55:23,Impressora Brother,Impressora,2,Compra,1158.79,902.03,Online,Transferência Bancária,PI,Alagoinha do Piauí
2016-05-12 16:57:16,Monitor LG,Monitor,4,Compra,2237.03,1429.58,Online,Boleto,BA,Jaborandi
2016-05-13 13:54:47,Mouse Redragon,Mouse,1,Venda,418.51,325.37,Distribuidor,A Vista,ES,Governador Lindenberg
2016-05-13 16:28:43,Computador Lenovo,Computador,3,Compra,8017.44,4279.51,Online,A Vista,PI,Alagoinha do Piauí
2016-05-16 09:03:04,Mouse Logitech,Mouse,4,Venda,359.03,289.24,Loja Física,Cartão de Crédito,AP,Pracuúba
2016-05-16 11:15:59,Monitor Samsung,Monitor,5,Compra,2025.86,1701.96,Distribuidor,A Vista,PI,Alagoinha do Piauí
2016-05-16 11:59:25,Monitor Samsung,Monitor,3,Venda,1167.1,517.16,Loja Física,Boleto,AC,Santa Rosa do Purus
2016-05-16 12:27:46,Monitor AOC,Monitor,1,Compra,1541.06,847.88,Distribuidor,A Vista,BA,Jaborandi
2016-05-16 12:41:11,Mouse Multilaser,Mouse,4,Venda,1067.64,411.38,Online,Boleto,GO,Rio Quente
2016-05-17 09:49:07,Impressora Brother,Impressora,3,Compra,1143.28,554.84,Distribuidor,Boleto,SP,Vargem Grande Paulista
2016-05-19 15:15:27,Mouse Razer,Mouse,2,Venda,656.83,287.4,Loja Física,Boleto,AM,Tonantins
2016-05-20 13:28:06,Teclado Microsoft,Teclado,1,Venda,1116.06,777.54,Distribuidor,Transferência Bancária,RN,Baraúna
2016-05-20 13:30:59,Mouse Razer,Mouse,4,Compra,1013.36,542.1,Online,A Vista,MS,Juti
2016-05-20 14:41:25,Teclado Corsair,Teclado,4,Compra,482.41,153.02,Online,A Vista,SE,Umbaúba
2016-05-20 15:41:48,Mouse Redragon,Mouse,1,Compra,1095.0,763.65,Online,Transferência Bancária,RJ,São José do Vale do Rio Preto
2016-05-23 09:21:44,Mouse Redragon,Mouse,3,Compra,578.79,480.73,Online,Cartão de Crédito,AM,Tonantins
2016-05-23 10:40:51,Teclado Logitech,Teclado,3,Venda,720.44,514.67,Loja Física,Transferência Bancária,DF,Brasília
2016-05-23 13:33:10,HD Externo Seagate,Armazenamento,3,Compra,553.36,206.33,Loja Física,Transferência Bancária,SE,Umbaúba
2016-05-23 14:09:20,HD Externo Western Digital,Armazenamento,5,Compra,399.27,183.07,Online,Boleto,PB,Várzea
2016-05-23 14:43:57,Monitor Dell,Monitor,4,Venda,1044.06,497.78,Loja Física,Transferência Bancária,PI,Alagoinha do Piauí
2016-05-24 11:32:03,Computador Lenovo,Computador,2,Compra,10620.86,7760.39,Online,Transferência Bancária,AC,Santa Rosa do Purus
2016-05-24 16:19:56,HD Externo Western Digital,Armazenamento,4,Compra,568.27,325.97,Loja Física,Boleto,MA,Zé Doca
2016-05-25 09:55:41,HD Externo Seagate,Armazenamento,1,Venda,507.39,187.03,Online,Boleto,PR,Fazenda Rio Grande
2016-05-25 11:00:19,HD Externo SanDisk,Armazenamento,3,Venda,382.3,236.01,Online,A Vista,MG,Itaú de Minas
2016-05-25 16:16:37,Monitor LG,Monitor,1,Compra,738.33,452.75,Distribuidor,Transferência Bancária,PA,Mojuí dos Campos
2016-05-26 13:43:34,Impressora HP,Impressora,2,Venda,1641.73,578.33,Loja Física,A Vista,PE,Fernando de Noronha
2016-05-26 15:30:18,Monitor LG,Monitor,1,Compra,2336.55,1510.31,Online,Cartão de Crédito,SC,Tunápolis
2016-05-26 15:42:14,Teclado Logitech,Teclado,3,Venda,1198.39,587.33,Distribuidor,Cartão de Crédito,SP,Vargem Grande Paulista
2016-05-26 15:50:01,Mouse C3Teck,Mouse,5,Venda,294.6,121.87,Distribuidor,Boleto,RO,Corumbiara
2016-05-27 14:59:06,Teclado Corsair,Teclado,5,Compra,1330.13,440.12,Distribuidor,A Vista,MA,Zé Doca
2016-05-30 09:03:25,Impressora Samsung,Impressora,3,Venda,774.86,405.06,Online,A Vista,RR,São Luiz
2016-05-30 11:35:21,Monitor Dell,Monitor,5,Compra,1539.32,930.63,Online,Transferência Bancária,RS,Jóia
2016-05-30 12:20:38,Monitor LG,Monitor,3,Venda,2263.14,1760.94,Loja Física,Cartão de Crédito,PA,Mojuí dos Campos
2016-05-30 12:35:54,Notebook Samsung,Notebook,2,Venda,1888.22,1132.59,Online,Transferência Bancária,PA,Mojuí dos Campos
2016-05-30 13:44:35,Notebook Dell,Notebook,5,Venda,3286.16,2368.4,Loja Física,A Vista,PA,Mojuí dos Campos
2016-05-31 09:39:43,Monitor BenQ,Monitor,3,Venda,440.05,277.68,Loja Física,Transferência Bancária,RN,Baraúna
2016-05-31 13:52:05,Impressora Brother,Impressora,5,Venda,1239.3,514.87,Loja Física,Transferência Bancária,SE,Umbaúba
2016-05-31 13:56:48,Teclado Logitech,Teclado,4,Compra,1259.87,954.37,Online,Cartão de Crédito,AM,Tonantins
2016-06-01 14:04:46,Mouse Razer,Mouse,1,Venda,838.08,530.34,Online,Boleto,PI,Alagoinha do Piauí
2016-06-01 15:52:40,Notebook Acer,Notebook,5,Venda,1467.05,825.38,Loja Física,Transferência Bancária,AM,Tonantins
2016-06-02 12:12:34,Impressora Brother,Impressora,5,Compra,1422.48,752.13,Online,Boleto,SC,Tunápolis
2016-06-02 16:26:39,HD Externo Adata,Armazenamento,5,Compra,560.42,219.57,Loja Física,Boleto,PB,Várzea
2016-06-03 13:22:21,Impressora Brother,Impressora,1,Venda,770.32,539.99,Loja Física,Boleto,ES,Governador Lindenberg
2016-06-06 09:13:14,HD Externo SanDisk,Armazenamento,5,Compra,572.81,325.27,Loja Física,Cartão de Crédito,ES,Governador Lindenberg
2016-06-06 11:30:15,Notebook Asus,Notebook,2,Compra,2515.84,1252.04,Online,Transferência Bancária,MT,Nova Mutum
2016-06-06 11:38:11,Monitor Asus ROG,Monitor,4,Venda,2000.33,1256.95,Distribuidor,A Vista,AP,Pracuúba
2016-06-06 12:12:37,Mouse Multilaser,Mouse,3,Venda,906.51,272.07,Online,Boleto,RR,São Luiz
2016-06-06 13:02:34,Computador Dell,Computador,1,Venda,4850.42,4054.95,Online,A Vista,AL,Senador Rui Palmeira
2016-06-06 14:23:17,Computador Apple,Computador,5,Compra,5900.56,3296.17,Online,A Vista,PE,Fernando de Noronha
2016-06-08 10:29:57,Monitor Asus ROG,Monitor,2,Compra,1013.01,769.8,Loja Física,A Vista,RS,Jóia
2016-06-08 11:05:13,HD Externo Adata,Armazenamento,3,Venda,347.13,223.13,Loja Física,Cartão de Crédito,CE,Quiterianópolis
2016-06-09 10:28:50,Mouse Multilaser,Mouse,1,Venda,841.02,433.05,Loja Física,Transferência Bancária,PA,Mojuí dos Campos
2016-06-09 10:40:36,Mouse C3Teck,Mouse,3,Venda,389.0,316.87,Online,Transferência Bancária,PB,Várzea
2016-06-09 14:56:54,Mouse Razer,Mouse,4,Compra,1116.01,918.77,Loja Física,A Vista,TO,Palmas
2016-06-09 16:01:25,Impressora Samsung,Impressora,5,Venda,786.86,557.84,Online,Transferência Bancária,SE,Umbaúba
2016-06-10 10:30:52,Mouse Multilaser,Mouse,5,Compra,329.98,232.98,Online,Cartão de Crédito,PE,Fernando de Noronha
2016-06-13 10:56:40,Notebook Dell,Notebook,4,Compra,1629.14,702.82,Distribuidor,A Vista,TO,Palmas
2016-06-13 10:59:07,Mouse Logitech,Mouse,5,Venda,1027.63,512.94,Distribuidor,Boleto,CE,Quiterianópolis
2016-06-13 11:45:33,Monitor Dell,Monitor,5,Venda,2420.27,798.05,Loja Física,Boleto,MG,Itaú de Minas
2016-06-14 14:55:37,Notebook Samsung,Notebook,2,Venda,2638.47,908.89,Distribuidor,Cartão de Crédito,PB,Várzea
2016-06-15 13:28:46,Mouse Razer,Mouse,4,Venda,232.85,107.46,Distribuidor,Boleto,PB,Várzea
2016-06-15 13:33:21,Mouse Redragon,Mouse,1,Venda,569.25,468.72,Loja Física,Boleto,AL,Senador Rui Palmeira
2016-06-15 15:46:10,Teclado Microsoft,Teclado,5,Venda,922.35,453.47,Distribuidor,A Vista,SP,Vargem Grande Paulista
2016-06-17 09:37:15,Impressora Epson,Impressora,4,Compra,953.42,577.23,Distribuidor,Cartão de Crédito,SE,Umbaúba
2016-06-17 11:38:21,Monitor Dell,Monitor,5,Compra,862.43,564.4,Distribuidor,Cartão de Crédito,RS,Jóia
2016-06-17 15:22:29,Monitor Samsung,Monitor,2,Venda,2380.61,1556.69,Online,A Vista,RO,Corumbiara
2016-06-17 15:35:27,Monitor BenQ,Monitor,4,Venda,2114.93,1738.97,Online,Cartão de Crédito,MS,Juti
2016-06-20 11:43:31,Notebook Samsung,Notebook,2,Compra,2734.24,1058.66,Distribuidor,Cartão de Crédito,RN,Baraúna
2016-06-20 12:40:07,Teclado Microsoft,Teclado,1,Venda,364.78,197.93,Loja Física,A Vista,PI,Alagoinha do Piauí
2016-06-20 14:54:16,Notebook Asus,Notebook,2,Compra,3416.87,1366.27,Loja Física,Transferência Bancária,TO,Palmas
2016-06-22 09:12:17,Teclado Radragon,Teclado,4,Venda,585.09,291.03,Online,A Vista,BA,Jaborandi
2016-06-22 15:08:51,Mouse Logitech,Mouse,4,Venda,265.59,129.62,Online,Cartão de Crédito,MS,Juti
2016-06-22 15:15:27,Teclado Corsair,Teclado,5,Venda,434.83,344.21,Distribuidor,Cartão de Crédito,PR,Fazenda Rio Grande
2016-06-23 09:36:22,Teclado Microsoft,Teclado,3,Venda,722.41,591.35,Distribuidor,A Vista,SC,Tunápolis
2016-06-23 14:13:30,Impressora HP,Impressora,4,Venda,1451.56,1112.1,Distribuidor,Cartão de Crédito,MG,Itaú de Minas
2016-06-24 09:04:49,Impressora Epson,Impressora,3,Compra,1530.93,708.22,Loja Física,Cartão de Crédito,PA,Mojuí dos Campos
2016-06-24 09:08:40,Impressora Brother,Impressora,5,Venda,436.22,267.02,Distribuidor,Boleto,PI,Alagoinha do Piauí
2016-06-24 13:12:29,Notebook Lenovo,Notebook,2,Venda,1730.12,1137.09,Loja Física,Boleto,RO,Corumbiara
2016-06-24 13:48:11,Monitor Dell,Monitor,3,Venda,1486.03,953.98,Loja Física,Boleto,ES,Governador Lindenberg
2016-06-27 10:00:13,Mouse Redragon,Mouse,5,Compra,765.62,581.61,Distribuidor,A Vista,RR,São Luiz
2016-06-27 10:25:44,Monitor Asus ROG,Monitor,5,Compra,2159.12,782.93,Distribuidor,Transferência Bancária,PA,Mojuí dos Campos
2016-06-27 11:24:56,Teclado Corsair,Teclado,5,Venda,564.38,280.03,Loja Física,Boleto,MS,Juti
2016-06-27 12:08:28,Teclado Microsoft,Teclado,5,Compra,1126.03,426.45,Loja Física,Boleto,RJ,São José do Vale do Rio Preto
2016-06-27 12:31:04,Impressora HP,Impressora,1,Venda,1387.35,883.83,Online,Boleto,AM,Tonantins
2016-06-27 13:23:06,Computador Lenovo,Computador,1,Compra,4829.54,2598.43,Loja Física,Boleto,MA,Zé Doca
2016-06-27 13:51:58,Monitor LG,Monitor,2,Venda,1892.78,693.66,Distribuidor,Transferência Bancária,SP,Vargem Grande Paulista
2016-06-27 14:58:55,Monitor BenQ,Monitor,3,Compra,544.05,283.18,Loja Física,Boleto,PB,Várzea
2016-06-27 15:38:23,Impressora Brother,Impressora,2,Compra,1543.13,1077.54,Loja Física,Cartão de Crédito,AC,Santa Rosa do Purus
2016-06-27 15:59:20,Monitor BenQ,Monitor,4,Venda,1615.25,904.92,Online,Transferência Bancária,RO,Corumbiara
2016-06-27 16:10:14,Impressora Samsung,Impressora,4,Compra,772.39,434.33,Online,Transferência Bancária,AC,Santa Rosa do Purus
2016-06-28 14:34:54,Impressora HP,Impressora,2,Compra,448.07,274.25,Loja Física,Boleto,SP,Vargem Grande Paulista
2016-06-29 11:48:01,HD Externo Seagate,Armazenamento,4,Compra,404.81,123.1,Loja Física,Transferência Bancária,RO,Corumbiara
2016-06-30 12:23:32,Notebook Acer,Notebook,4,Venda,3316.19,1128.71,Loja Física,Boleto,TO,Palmas
2016-06-30 15:35:17,Notebook Dell,Notebook,5,Compra,1024.2,487.79,Online,Boleto,SC,Tunápolis
2016-06-30 16:46:54,Teclado Microsoft,Teclado,5,Venda,874.06,475.04,Distribuidor,Transferência Bancária,PB,Várzea
2016-07-01 11:14:19,Monitor Samsung,Monitor,3,Venda,1640.38,1110.31,Online,A Vista,PA,Mojuí dos Campos
2016-07-01 12:43:23,Monitor Samsung,Monitor,2,Venda,549.55,233.51,Loja Física,Transferência Bancária,AM,Tonantins
2016-07-01 13:08:59,Monitor LG,Monitor,1,Compra,2055.82,990.8,Distribuidor,Cartão de Crédito,PE,Fernando de Noronha
2016-07-01 13:50:41,Notebook Lenovo,Notebook,1,Compra,2234.58,824.3,Distribuidor,A Vista,PA,Mojuí dos Campos
2016-07-01 14:05:41,Mouse Multilaser,Mouse,4,Venda,682.58,302.18,Distribuidor,A Vista,BA,Jaborandi
2016-07-01 14:37:41,HD Externo Western Digital,Armazenamento,3,Venda,382.68,314.64,Distribuidor,Boleto,PE,Fernando de Noronha
2016-07-04 09:51:49,Mouse Redragon,Mouse,1,Venda,875.02,586.71,Online,Boleto,RJ,São José do Vale do Rio Preto
2016-07-04 11:46:41,Computador Dell,Computador,1,Compra,11274.98,4703.02,Distribuidor,Cartão de Crédito,PR,Fazenda Rio Grande
2016-07-04 13:01:53,Monitor Dell,Monitor,3,Venda,2275.61,1417.93,Loja Física,A Vista,CE,Quiterianópolis
2016-07-04 14:13:41,Teclado Logitech,Teclado,5,Venda,1191.94,744.6,Loja Física,Cartão de Crédito,AM,Tonantins
2016-07-04 15:14:39,Teclado Microsoft,Teclado,5,Venda,778.28,423.14,Online,Cartão de Crédito,MG,Itaú de Minas
2016-07-04 16:52:47,Teclado Microsoft,Teclado,1,Compra,400.0,134.03,Distribuidor,Cartão de Crédito,RJ,São José do Vale do Rio Preto
2016-07-05 09:07:08,Teclado Corsair,Teclado,1,Compra,1265.94,1052.25,Online,Boleto,PR,Fazenda Rio Grande
2016-07-05 10:16:29,Notebook Lenovo,Notebook,3,Compra,868.62,362.01,Loja Física,Transferência Bancária,RR,São Luiz
2016-07-05 16:27:11,Teclado Corsair,Teclado,5,Venda,1081.45,587.64,Distribuidor,Transferência Bancária,PR,Fazenda Rio Grande
2016-07-08 09:54:44,Mouse Logitech,Mouse,1,Venda,865.95,671.03,Loja Física,A Vista,AM,Tonantins
2016-07-08 11:54:20,HD Externo SanDisk,Armazenamento,4,Compra,199.39,110.35,Loja Física,Cartão de Crédito,AP,Pracuúba
2016-07-08 12:47:45,HD Externo Adata,Armazenamento,4,Compra,306.78,183.7,Online,A Vista,RJ,São José do Vale do Rio Preto
2016-07-11 09:12:41,Monitor Samsung,Monitor,5,Venda,1993.64,1465.18,Online,Boleto,PB,Várzea
2016-07-11 11:02:03,Mouse Redragon,Mouse,3,Compra,886.08,305.98,Loja Física,A Vista,PB,Várzea
2016-07-11 14:45:47,Computador HP,Computador,4,Venda,12859.8,6398.64,Distribuidor,A Vista,PA,Mojuí dos Campos
2016-07-11 14:53:22,Mouse Logitech,Mouse,4,Venda,1014.67,626.2,Online,A Vista,SE,Umbaúba
2016-07-11 15:52:13,Teclado Microsoft,Teclado,5,Compra,684.61,372.61,Loja Física,Cartão de Crédito,MG,Itaú de Minas
2016-07-11 16:13:45,Mouse Redragon,Mouse,3,Venda,575.03,424.21,Loja Física,Cartão de Crédito,RJ,São José do Vale do Rio Preto
2016-07-12 12:43:38,Notebook Lenovo,Notebook,3,Venda,2353.88,1935.56,Online,Cartão de Crédito,RN,Baraúna
2016-07-12 16:34:26,Notebook Asus,Notebook,5,Venda,2028.98,1628.89,Loja Física,Cartão de Crédito,AL,Senador Rui Palmeira
2016-07-13 15:30:42,Notebook Dell,Notebook,1,Venda,747.5,282.38,Online,Transferência Bancária,PB,Várzea
2016-07-14 14:01:58,Mouse C3Teck,Mouse,5,Compra,871.3,403.88,Online,A Vista,SE,Umbaúba
2016-07-14 14:54:13,Monitor LG,Monitor,2,Compra,800.36,491.22,Loja Física,Transferência Bancária,AM,Tonantins
2016-07-14 16:16:09,Mouse Multilaser,Mouse,3,Compra,924.43,572.99,Online,Cartão de Crédito,AL,Senador Rui Palmeira
2016-07-15 11:53:33,Teclado Logitech,Teclado,3,Compra,782.27,244.5,Loja Física,Boleto,AP,Pracuúba
2016-07-15 14:10:49,Teclado Logitech,Teclado,1,Venda,284.55,158.74,Online,Boleto,PB,Várzea
2016-07-18 09:26:35,HD Externo Adata,Armazenamento,3,Venda,597.83,213.21,Distribuidor,Cartão de Crédito,AM,Tonantins
2016-07-18 10:27:20,Mouse Razer,Mouse,5,Compra,657.48,313.08,Distribuidor,Transferência Bancária,PA,Mojuí dos Campos
2016-07-18 13:19:37,Monitor LG,Monitor,3,Compra,1340.1,904.73,Loja Física,Transferência Bancária,MT,Nova Mutum
2016-07-18 13:30:56,Teclado Radragon,Teclado,3,Compra,670.34,470.89,Loja Física,Cartão de Crédito,SE,Umbaúba
2016-07-18 13:55:30,Impressora Epson,Impressora,4,Compra,566.05,416.68,Distribuidor,Cartão de Crédito,DF,Brasília
2016-07-18 14:13:07,Notebook Dell,Notebook,2,Compra,735.56,462.02,Online,A Vista,AC,Santa Rosa do Purus
2016-07-18 15:17:29,Computador Apple,Computador,5,Venda,8058.57,4053.48,Loja Física,A Vista,MS,Juti
2016-07-18 15:20:03,Impressora Brother,Impressora,3,Venda,1713.6,711.45,Online,A Vista,BA,Jaborandi
2016-07-18 15:28:01,Monitor Asus ROG,Monitor,5,Compra,1935.08,1456.48,Loja Física,Transferência Bancária,DF,Brasília
2016-07-18 15:43:22,Impressora Brother,Impressora,1,Venda,1021.12,337.86,Loja Física,Boleto,DF,Brasília
2016-07-19 15:46:27,Monitor Samsung,Monitor,2,Venda,1618.36,771.45,Online,Cartão de Crédito,AM,Tonantins
2016-07-21 09:59:40,Teclado Microsoft,Teclado,2,Venda,303.08,215.0,Loja Física,A Vista,DF,Brasília
2016-07-21 10:44:56,Impressora Samsung,Impressora,4,Compra,1565.33,732.5,Online,Transferência Bancária,RJ,São José do Vale do Rio Preto
2016-07-21 15:41:59,Notebook Asus,Notebook,2,Venda,1918.07,975.23,Distribuidor,Cartão de Crédito,SC,Tunápolis
2016-07-22 12:04:00,Notebook Samsung,Notebook,5,Compra,951.41,626.26,Distribuidor,Transferência Bancária,AP,Pracuúba
2016-07-22 12:53:07,Computador HP,Computador,1,Venda,2858.13,1212.13,Distribuidor,A Vista,RN,Baraúna
2016-07-22 16:13:08,Impressora HP,Impressora,2,Venda,1462.07,783.71,Online,Transferência Bancária,AM,Tonantins
2016-07-25 09:02:06,Mouse Redragon,Mouse,1,Venda,600.77,359.55,Distribuidor,Transferência Bancária,RS,Jóia
2016-07-25 14:17:32,Notebook Asus,Notebook,1,Venda,976.02,327.08,Distribuidor,Transferência Bancária,SC,Tunápolis
2016-07-25 16:32:46,Mouse Multilaser,Mouse,3,Venda,530.47,248.94,Distribuidor,Transferência Bancária,SP,Vargem Grande Paulista
2016-07-25 16:46:13,Mouse Redragon,Mouse,5,Venda,397.75,164.24,Loja Física,Transferência Bancária,RS,Jóia
2016-07-25 16:58:16,Monitor Dell,Monitor,3,Venda,508.87,189.29,Distribuidor,Cartão de Crédito,SC,Tunápolis
2016-07-28 09:41:54,Mouse Razer,Mouse,3,Venda,533.82,183.28,Distribuidor,Boleto,RO,Corumbiara
2016-07-28 10:31:39,Mouse Redragon,Mouse,2,Venda,835.3,468.14,Distribuidor,Boleto,RJ,São José do Vale do Rio Preto
2016-07-28 15:56:52,Monitor Samsung,Monitor,1,Compra,869.99,576.84,Online,Cartão de Crédito,AC,Santa Rosa do Purus
2016-07-28 16:40:40,Mouse Redragon,Mouse,2,Venda,1056.59,387.36,Loja Física,Boleto,AP,Pracuúba
2016-07-29 10:17:20,Monitor BenQ,Monitor,5,Compra,464.52,259.43,Distribuidor,Cartão de Crédito,AM,Tonantins
2016-07-29 12:45:27,Mouse C3Teck,Mouse,2,Venda,294.16,118.23,Online,Cartão de Crédito,PA,Mojuí dos Campos
2016-08-01 10:10:11,Notebook Dell,Notebook,5,Compra,642.19,360.02,Online,Cartão de Crédito,PA,Mojuí dos Campos
2016-08-01 10:46:30,Monitor AOC,Monitor,4,Venda,1489.98,695.7,Online,A Vista,RR,São Luiz
2016-08-01 12:17:31,Mouse Multilaser,Mouse,1,Compra,892.43,518.03,Loja Física,Cartão de Crédito,MA,Zé Doca
2016-08-01 13:31:26,Teclado Radragon,Teclado,3,Venda,1246.75,729.27,Loja Física,Boleto,MT,Nova Mutum
2016-08-01 14:08:43,Computador Dell,Computador,3,Venda,11707.98,4521.2,Online,Transferência Bancária,MG,Itaú de Minas
2016-08-01 15:53:35,HD Externo Western Digital,Armazenamento,3,Compra,533.99,208.23,Loja Física,Transferência Bancária,DF,Brasília
2016-08-02 16:52:16,Mouse C3Teck,Mouse,4,Venda,750.8,610.96,Loja Física,Boleto,SC,Tunápolis
2016-08-03 13:03:37,Impressora HP,Impressora,2,Compra,330.19,254.14,Loja Física,Transferência Bancária,MA,Zé Doca
2016-08-03 14:57:52,Teclado Logitech,Teclado,3,Compra,448.26,345.42,Distribuidor,A Vista,ES,Governador Lindenberg
2016-08-03 15:43:47,Impressora Brother,Impressora,3,Compra,1018.6,825.99,Distribuidor,Transferência Bancária,PB,Várzea
2016-08-04 13:50:32,Mouse Logitech,Mouse,4,Venda,585.89,266.01,Distribuidor,Boleto,AL,Senador Rui Palmeira
2016-08-04 15:15:33,HD Externo Seagate,Armazenamento,4,Venda,364.63,136.26,Distribuidor,Boleto,CE,Quiterianópolis
2016-08-05 12:41:50,HD Externo Western Digital,Armazenamento,3,Venda,391.67,179.6,Loja Física,A Vista,GO,Rio Quente
2016-08-08 09:36:52,Computador Lenovo,Computador,3,Compra,4505.1,2677.15,Online,Cartão de Crédito,MS,Juti
2016-08-08 10:42:23,Teclado Corsair,Teclado,1,Compra,941.67,764.62,Loja Física,Boleto,AP,Pracuúba
2016-08-08 14:23:40,Monitor Dell,Monitor,3,Compra,932.67,770.04,Online,Cartão de Crédito,PI,Alagoinha do Piauí
2016-08-08 15:24:15,Monitor LG,Monitor,4,Compra,1849.81,942.8,Distribuidor,Boleto,BA,Jaborandi
2016-08-08 15:47:12,Notebook Samsung,Notebook,1,Compra,2609.8,975.0,Distribuidor,Cartão de Crédito,SE,Umbaúba
2016-08-08 16:18:28,HD Externo SanDisk,Armazenamento,3,Venda,207.02,126.15,Distribuidor,Boleto,PI,Alagoinha do Piauí
2016-08-10 10:57:24,Notebook Asus,Notebook,3,Compra,2560.02,787.23,Loja Física,Cartão de Crédito,RN,Baraúna
2016-08-10 12:01:33,HD Externo SanDisk,Armazenamento,4,Venda,289.0,187.62,Online,Boleto,AC,Santa Rosa do Purus
2016-08-10 12:45:23,Monitor Samsung,Monitor,2,Compra,2404.72,1395.53,Distribuidor,Cartão de Crédito,AM,Tonantins
2016-08-10 14:42:48,Impressora Brother,Impressora,3,Compra,383.86,212.48,Loja Física,Cartão de Crédito,MS,Juti
2016-08-11 10:24:26,Notebook Lenovo,Notebook,1,Venda,1578.23,1193.09,Online,Transferência Bancária,SP,Vargem Grande Paulista
2016-08-11 10:39:37,Mouse Razer,Mouse,2,Compra,763.28,358.43,Online,Transferência Bancária,RJ,São José do Vale do Rio Preto
2016-08-11 13:27:09,Mouse Razer,Mouse,3,Venda,1064.77,369.36,Loja Física,Cartão de Crédito,RO,Corumbiara
2016-08-12 14:49:03,Impressora HP,Impressora,1,Compra,659.33,474.75,Online,Cartão de Crédito,RS,Jóia
2016-08-12 16:17:43,Teclado Radragon,Teclado,1,Venda,681.76,470.56,Online,Transferência Bancária,AL,Senador Rui Palmeira
2016-08-15 13:04:13,Monitor Asus ROG,Monitor,4,Compra,866.48,635.28,Distribuidor,Boleto,SC,Tunápolis
2016-08-15 13:09:26,HD Externo Seagate,Armazenamento,2,Compra,406.76,166.04,Distribuidor,Cartão de Crédito,MS,Juti
2016-08-15 13:55:23,Monitor BenQ,Monitor,3,Venda,2360.4,1921.77,Distribuidor,Transferência Bancária,MA,Zé Doca
2016-08-15 15:46:45,Impressora Epson,Impressora,1,Compra,580.27,292.28,Online,A Vista,PI,Alagoinha do Piauí
2016-08-16 10:26:55,Notebook Lenovo,Notebook,1,Venda,640.29,536.82,Loja Física,Transferência Bancária,SC,Tunápolis
2016-08-16 11:32:12,Teclado Microsoft,Teclado,2,Venda,1102.37,475.37,Online,Transferência Bancária,RN,Baraúna
2016-08-17 09:26:12,Computador HP,Computador,5,Compra,5225.8,1796.11,Loja Física,Boleto,SP,Vargem Grande Paulista
2016-08-17 16:36:16,Computador Apple,Computador,3,Venda,7767.27,5203.9,Loja Física,Cartão de Crédito,BA,Jaborandi
2016-08-17 16:53:11,HD Externo Seagate,Armazenamento,4,Compra,607.76,420.84,Loja Física,A Vista,SC,Tunápolis
2016-08-18 13:35:50,HD Externo SanDisk,Armazenamento,1,Venda,223.15,131.31,Distribuidor,Boleto,CE,Quiterianópolis
2016-08-18 14:20:42,Notebook Lenovo,Notebook,3,Venda,1027.99,860.08,Distribuidor,Boleto,RS,Jóia
2016-08-18 16:00:51,Notebook Dell,Notebook,3,Compra,1440.1,604.87,Online,Transferência Bancária,ES,Governador Lindenberg
2016-08-19 15:15:26,Notebook Dell,Notebook,3,Venda,2410.18,1881.03,Loja Física,Transferência Bancária,RR,São Luiz
2016-08-19 16:58:37,Notebook Dell,Notebook,3,Venda,1234.57,814.8,Loja Física,Transferência Bancária,PE,Fernando de Noronha
2016-08-22 10:31:19,Impressora Epson,Impressora,4,Compra,661.48,427.16,Loja Física,Cartão de Crédito,RS,Jóia
2016-08-22 10:50:42,Mouse Logitech,Mouse,2,Venda,1150.24,883.69,Loja Física,A Vista,RO,Corumbiara
2016-08-22 13:29:27,Impressora Epson,Impressora,4,Compra,1118.56,783.05,Loja Física,Cartão de Crédito,PI,Alagoinha do Piauí
2016-08-22 13:38:04,Teclado Radragon,Teclado,2,Compra,856.4,538.49,Online,Cartão de Crédito,GO,Rio Quente
2016-08-22 13:53:57,Notebook Acer,Notebook,5,Compra,3235.69,2004.3,Loja Física,A Vista,MA,Zé Doca
2016-08-22 15:35:12,Impressora Samsung,Impressora,4,Compra,556.99,186.96,Distribuidor,Boleto,AL,Senador Rui Palmeira
2016-08-23 10:02:22,Computador Apple,Computador,5,Compra,11977.57,6653.83,Distribuidor,Transferência Bancária,RJ,São José do Vale do Rio Preto
2016-08-23 11:19:07,Impressora Epson,Impressora,4,Compra,350.32,211.57,Loja Física,Boleto,RN,Baraúna
2016-08-25 09:58:54,Impressora Samsung,Impressora,2,Compra,1572.67,1261.48,Distribuidor,Cartão de Crédito,PR,Fazenda Rio Grande
2016-08-25 11:10:42,Mouse C3Teck,Mouse,1,Compra,984.73,415.7,Distribuidor,Boleto,AL,Senador Rui Palmeira
2016-08-26 09:18:16,Computador Apple,Computador,5,Venda,10523.47,3487.03,Online,Transferência Bancária,PR,Fazenda Rio Grande
2016-08-26 13:24:54,Notebook Samsung,Notebook,3,Venda,1811.27,706.62,Distribuidor,Boleto,TO,Palmas
2016-08-29 11:53:04,Teclado Corsair,Teclado,1,Venda,876.11,607.05,Distribuidor,Transferência Bancária,BA,Jaborandi
2016-08-29 11:56:37,HD Externo SanDisk,Armazenamento,2,Compra,220.89,66.63,Online,Cartão de Crédito,PI,Alagoinha do Piauí
2016-08-29 12:17:39,Mouse Razer,Mouse,1,Compra,331.27,250.32,Loja Física,Transferência Bancária,BA,Jaborandi
